,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Join year,Join month,Last Payment year,Last Payment month,Account Since,subscription type_Basic,subscription type_Premium,subscription type_Standard,Country_type_Australia,Country_type_Brazil,Country_type_Canada,Country_type_France,Country_type_Germany,Country_type_Italy,Country_type_Mexico,Country_type_Spain,Country_type_United Kingdom,Country_type_United States,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Age_bins
1301,Basic,11,2022-06-23,2023-03-07,Canada,40,Male,Smart TV,1,2022,6,2023,3,421,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1302,Standard,14,2022-06-25,2023-03-07,United Kingdom,38,Male,Laptop,1,2022,6,2023,3,419,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28-37
1303,Premium,11,2022-06-28,2023-03-07,Australia,48,Female,Laptop,1,2022,6,2023,3,416,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1304,Basic,11,2022-01-07,2023-03-07,Germany,49,Male,Smartphone,1,2022,1,2023,3,588,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
1305,Premium,15,2022-02-07,2023-05-07,France,33,Female,Laptop,1,2022,2,2023,5,557,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1306,Basic,10,2022-06-07,2023-03-07,Brazil,34,Female,Tablet,1,2022,6,2023,3,437,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1307,Standard,15,2022-12-07,2023-06-07,Mexico,39,Male,Tablet,1,2022,12,2023,6,254,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,38-47
1308,Standard,13,2022-07-17,2023-02-07,Spain,37,Female,Tablet,1,2022,7,2023,2,397,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
1309,Basic,15,2022-07-23,2023-05-07,Italy,44,Male,Laptop,1,2022,7,2023,5,391,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1310,Premium,15,2022-07-29,2023-04-07,Spain,35,Male,Tablet,1,2022,7,2023,4,385,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
1311,Basic,11,2022-06-08,2023-06-07,Spain,31,Female,Laptop,1,2022,6,2023,6,436,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
1312,Standard,10,2022-09-08,2023-02-07,United States,39,Male,Smart TV,1,2022,9,2023,2,344,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1313,Premium,13,2022-08-14,2023-05-07,Canada,38,Male,Tablet,1,2022,8,2023,5,369,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1314,Basic,11,2022-08-20,2023-03-07,United States,42,Male,Smartphone,1,2022,8,2023,3,363,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
1315,Premium,12,2022-08-28,2023-05-07,United States,48,Female,Tablet,1,2022,8,2023,5,355,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
1316,Basic,11,2022-02-09,2023-03-07,Canada,31,Male,Tablet,1,2022,2,2023,3,555,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1317,Standard,11,2022-04-09,2023-05-07,United Kingdom,42,Male,Smartphone,1,2022,4,2023,5,496,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
1318,Standard,14,2022-06-09,2023-03-07,Australia,35,Male,Smartphone,1,2022,6,2023,3,435,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1319,Basic,10,2022-09-14,2023-05-07,Germany,39,Male,Laptop,1,2022,9,2023,5,338,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1320,Premium,13,2022-09-15,2023-04-07,France,50,Female,Tablet,1,2022,9,2023,4,337,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48-57
1321,Basic,11,2022-09-16,2023-06-07,Brazil,40,Male,Smartphone,1,2022,9,2023,6,336,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1322,Standard,10,2022-09-28,2023-02-07,Mexico,29,Male,Smartphone,1,2022,9,2023,2,324,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28-37
1323,Premium,10,2022-02-10,2023-04-07,Spain,48,Female,Smart TV,1,2022,2,2023,4,554,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
1324,Basic,15,2022-03-10,2023-04-07,Italy,34,Male,Smartphone,1,2022,3,2023,4,526,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1325,Premium,10,2022-05-10,2023-05-07,Spain,48,Male,Smartphone,1,2022,5,2023,5,465,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
1326,Basic,12,2022-07-10,2023-02-07,Spain,48,Male,Laptop,1,2022,7,2023,2,404,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1327,Standard,12,2022-09-10,2023-04-07,United States,35,Female,Tablet,1,2022,9,2023,4,342,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1328,Standard,11,2022-11-10,2023-04-07,Canada,29,Male,Laptop,1,2022,11,2023,4,281,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1329,Basic,14,2022-10-13,2023-05-07,United States,47,Female,Smart TV,1,2022,10,2023,5,309,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1330,Premium,12,2022-10-15,2023-02-07,United States,36,Male,Smartphone,1,2022,10,2023,2,307,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
1331,Basic,12,2022-10-17,2023-04-07,Canada,40,Female,Smartphone,1,2022,10,2023,4,305,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1332,Standard,14,2022-10-21,2023-04-07,United Kingdom,51,Male,Tablet,1,2022,10,2023,4,301,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,48-57
1333,Premium,12,2022-10-23,2023-05-07,Australia,37,Male,Smart TV,1,2022,10,2023,5,299,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1334,Basic,12,2022-10-24,2023-06-07,Germany,36,Male,Tablet,1,2022,10,2023,6,298,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1335,Premium,12,2022-10-28,2023-04-07,France,45,Male,Tablet,1,2022,10,2023,4,294,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1336,Basic,11,2022-10-31,2023-04-07,Brazil,31,Female,Tablet,1,2022,10,2023,4,291,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1337,Standard,14,2022-03-11,2023-04-07,Mexico,45,Female,Laptop,1,2022,3,2023,4,525,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,38-47
1338,Standard,11,2022-04-11,2023-05-07,Spain,30,Male,Laptop,1,2022,4,2023,5,494,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
1339,Basic,14,2022-05-11,2023-06-07,Italy,40,Female,Smartphone,1,2022,5,2023,6,464,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1340,Premium,14,2022-06-11,2023-04-07,Spain,44,Female,Smart TV,1,2022,6,2023,4,433,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
1341,Basic,12,2022-01-11,2023-05-07,Spain,36,Female,Laptop,1,2022,1,2023,5,584,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
1342,Standard,10,2022-01-11,2023-05-07,United States,36,Male,Tablet,1,2022,1,2023,5,584,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1343,Premium,11,2022-10-29,2023-05-07,Canada,32,Female,Smartphone,1,2022,10,2023,5,293,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1344,Basic,10,2022-10-27,2023-03-07,United States,46,Male,Smart TV,1,2022,10,2023,3,295,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1345,Basic,12,2022-10-16,2023-04-07,United States,39,Female,Smart TV,1,2022,10,2023,4,306,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1346,Basic,13,2022-10-14,2023-04-07,Canada,30,Male,Smart TV,1,2022,10,2023,4,308,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1347,Standard,13,2022-09-14,2023-05-07,United Kingdom,34,Male,Laptop,1,2022,9,2023,5,338,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28-37
1348,Premium,14,2022-03-09,2023-03-07,Australia,28,Male,Laptop,1,2022,3,2023,3,527,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18-27
1349,Basic,13,2022-08-27,2023-04-07,Germany,39,Female,Smartphone,1,2022,8,2023,4,356,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1350,Basic,12,2022-08-27,2023-05-07,France,34,Female,Laptop,1,2022,8,2023,5,356,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1351,Premium,13,2022-08-21,2023-05-07,Brazil,42,Male,Laptop,1,2022,8,2023,5,362,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1352,Standard,13,2022-08-13,2023-02-07,Mexico,29,Female,Tablet,1,2022,8,2023,2,370,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,28-37
1353,Standard,13,2022-12-08,2023-04-07,Spain,29,Male,Tablet,1,2022,12,2023,4,253,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
1354,Basic,12,2022-07-24,2023-04-07,Italy,30,Male,Tablet,1,2022,7,2023,4,390,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1355,Premium,11,2022-07-24,2023-04-07,Spain,51,Male,Smartphone,1,2022,7,2023,4,390,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,48-57
1356,Standard,11,2022-12-07,2023-02-07,Spain,51,Male,Smart TV,1,2022,12,2023,2,254,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,48-57
1357,Basic,13,2022-09-07,2023-04-07,United States,44,Male,Tablet,1,2022,9,2023,4,345,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
1358,Standard,13,2022-09-07,2023-05-07,Canada,35,Male,Laptop,1,2022,9,2023,5,345,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1359,Premium,10,2022-10-07,2023-04-07,United States,39,Male,Smart TV,1,2022,10,2023,4,315,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1360,Basic,12,2022-02-07,2023-02-07,United States,41,Female,Laptop,1,2022,2,2023,2,557,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
1361,Premium,13,2022-02-07,2023-04-07,Canada,44,Female,Laptop,1,2022,2,2023,4,557,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1362,Standard,11,2022-01-07,2023-05-07,United Kingdom,29,Male,Laptop,1,2022,1,2023,5,588,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28-37
1363,Basic,14,2022-01-07,2023-04-07,Australia,47,Male,Tablet,1,2022,1,2023,4,588,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1364,Standard,10,2022-06-30,2023-02-07,Germany,28,Female,Smartphone,1,2022,6,2023,2,414,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,18-27
1365,Premium,15,2022-06-29,2023-04-07,France,45,Male,Laptop,1,2022,6,2023,4,415,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1366,Basic,11,2022-06-26,2023-04-07,Brazil,28,Female,Smartphone,1,2022,6,2023,4,418,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18-27
1367,Standard,14,2022-06-27,2023-03-07,Mexico,31,Female,Laptop,1,2022,6,2023,3,417,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,28-37
1368,Premium,13,2022-06-25,2023-03-07,Spain,47,Female,Laptop,1,2022,6,2023,3,419,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1369,Basic,13,2022-06-23,2023-04-07,Italy,42,Female,Tablet,1,2022,6,2023,4,421,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1370,Premium,14,2022-06-24,2023-04-07,Spain,34,Female,Laptop,1,2022,6,2023,4,420,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
1371,Basic,12,2022-06-25,2023-05-07,Spain,40,Female,Laptop,1,2022,6,2023,5,419,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1372,Standard,13,2022-06-26,2023-04-07,United States,42,Female,Laptop,1,2022,6,2023,4,418,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
1373,Standard,14,2022-06-27,2023-07-07,Canada,33,Male,Smart TV,1,2022,6,2023,7,417,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1374,Basic,12,2022-06-30,2023-03-07,United States,30,Male,Laptop,1,2022,6,2023,3,414,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
1375,Premium,14,2022-03-07,2023-05-07,United States,29,Male,Tablet,1,2022,3,2023,5,529,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1376,Basic,13,2022-09-07,2023-04-07,Canada,31,Male,Smart TV,1,2022,9,2023,4,345,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1377,Standard,14,2022-07-17,2023-06-07,United Kingdom,46,Female,Smart TV,1,2022,7,2023,6,397,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38-47
1378,Premium,11,2022-07-22,2023-03-07,Australia,46,Female,Smartphone,1,2022,7,2023,3,392,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1379,Basic,11,2022-07-28,2023-05-07,Germany,47,Male,Laptop,1,2022,7,2023,5,386,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1380,Premium,12,2022-04-08,2023-04-07,France,48,Female,Smart TV,1,2022,4,2023,4,497,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1381,Basic,13,2022-08-08,2023-06-07,Brazil,32,Female,Smart TV,1,2022,8,2023,6,375,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1382,Standard,13,2022-08-13,2023-04-07,Mexico,51,Female,Tablet,1,2022,8,2023,4,370,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,48-57
1383,Standard,13,2022-08-17,2023-05-07,Spain,33,Male,Smart TV,1,2022,8,2023,5,366,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
1384,Basic,15,2022-08-20,2023-04-07,Italy,43,Male,Smartphone,1,2022,8,2023,4,363,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1385,Premium,14,2022-08-28,2023-06-07,Spain,43,Female,Smart TV,1,2022,8,2023,6,355,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
1386,Basic,13,2022-08-29,2023-04-07,Spain,42,Male,Smart TV,1,2022,8,2023,4,354,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
1387,Standard,15,2022-03-09,2023-05-07,United States,30,Male,Smartphone,1,2022,3,2023,5,527,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
1388,Premium,13,2022-10-09,2023-03-07,Canada,50,Male,Smartphone,1,2022,10,2023,3,313,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
1389,Basic,11,2022-09-13,2023-05-07,United States,51,Female,Laptop,1,2022,9,2023,5,339,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,48-57
1390,Premium,14,2022-09-15,2023-04-07,United States,36,Female,Tablet,1,2022,9,2023,4,337,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1391,Basic,13,2022-09-25,2023-06-07,Canada,41,Female,Tablet,1,2022,9,2023,6,327,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1392,Standard,10,2022-01-10,2023-03-07,United Kingdom,37,Male,Smart TV,1,2022,1,2023,3,585,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,28-37
1393,Standard,11,2022-02-10,2023-04-07,Australia,30,Female,Tablet,1,2022,2,2023,4,554,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1394,Basic,11,2022-05-10,2023-04-07,Germany,50,Female,Tablet,1,2022,5,2023,4,465,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,48-57
1395,Premium,14,2022-06-10,2023-05-07,France,41,Female,Smart TV,1,2022,6,2023,5,434,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1396,Basic,14,2022-07-10,2023-03-07,Brazil,29,Female,Laptop,1,2022,7,2023,3,404,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1397,Standard,12,2022-10-10,2023-04-07,Mexico,43,Male,Smart TV,1,2022,10,2023,4,312,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38-47
1398,Premium,12,2022-12-10,2023-04-07,Spain,31,Female,Smart TV,1,2022,12,2023,4,251,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
1399,Basic,14,2022-10-15,2023-06-07,Italy,40,Male,Laptop,1,2022,10,2023,6,307,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1400,Premium,12,2022-10-17,2023-05-07,Spain,35,Female,Smart TV,1,2022,10,2023,5,305,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
1401,Basic,13,2022-10-21,2023-04-07,Spain,39,Female,Laptop,1,2022,10,2023,4,301,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1402,Standard,14,2022-10-23,2023-05-07,United States,48,Male,Laptop,1,2022,10,2023,5,299,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
1403,Standard,14,2022-10-24,2023-05-07,Canada,42,Female,Tablet,1,2022,10,2023,5,298,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1404,Basic,11,2022-10-27,2023-06-07,United States,48,Female,Smart TV,1,2022,10,2023,6,295,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1405,Premium,10,2022-10-30,2023-07-07,United States,33,Female,Smart TV,1,2022,10,2023,7,292,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
1406,Basic,14,2022-10-31,2023-04-07,Canada,45,Female,Smart TV,1,2022,10,2023,4,291,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1407,Standard,14,2022-03-11,2023-04-07,United Kingdom,40,Female,Smart TV,1,2022,3,2023,4,525,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38-47
1408,Premium,15,2022-05-11,2023-06-07,Australia,38,Male,Tablet,1,2022,5,2023,6,464,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1409,Basic,14,2022-06-11,2023-06-07,Germany,31,Female,Tablet,1,2022,6,2023,6,433,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
1410,Premium,14,2022-01-11,2023-04-07,France,33,Female,Smart TV,1,2022,1,2023,4,584,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1411,Basic,15,2022-02-11,2023-05-07,Brazil,27,Male,Laptop,1,2022,2,2023,5,553,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18-27
1412,Standard,13,2022-02-11,2023-05-07,Mexico,47,Male,Smartphone,1,2022,2,2023,5,553,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,38-47
1413,Standard,15,2022-01-11,2023-06-07,Spain,41,Male,Tablet,1,2022,1,2023,6,584,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
1414,Basic,11,2022-10-17,2023-03-07,Italy,32,Female,Smart TV,1,2022,10,2023,3,305,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1415,Premium,11,2022-10-18,2023-05-07,Spain,31,Male,Smart TV,1,2022,10,2023,5,304,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
1416,Basic,13,2022-09-28,2023-05-07,Spain,43,Female,Tablet,1,2022,9,2023,5,324,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
1417,Standard,15,2022-09-23,2023-05-07,United States,42,Female,Smart TV,1,2022,9,2023,5,329,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1418,Premium,15,2022-09-22,2023-03-07,Canada,46,Male,Smartphone,1,2022,9,2023,3,330,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1419,Basic,12,2022-08-31,2023-04-07,United States,27,Female,Smartphone,1,2022,8,2023,4,352,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,18-27
1420,Basic,15,2022-08-28,2023-05-07,United States,48,Female,Smart TV,1,2022,8,2023,5,355,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1421,Basic,15,2022-08-27,2023-05-07,Canada,49,Male,Laptop,1,2022,8,2023,5,356,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
1422,Standard,12,2022-08-17,2023-03-07,United Kingdom,43,Male,Smart TV,1,2022,8,2023,3,366,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,38-47
1423,Premium,14,2022-09-08,2023-04-07,Australia,38,Male,Laptop,1,2022,9,2023,4,344,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1424,Basic,13,2022-07-24,2023-05-07,Germany,37,Male,Smartphone,1,2022,7,2023,5,390,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1425,Basic,12,2022-07-16,2023-04-07,France,39,Female,Smart TV,1,2022,7,2023,4,398,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1426,Premium,10,2022-07-15,2023-03-07,Brazil,40,Male,Tablet,1,2022,7,2023,3,399,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1427,Standard,12,2022-12-07,2023-05-07,Mexico,40,Male,Smart TV,1,2022,12,2023,5,254,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38-47
1428,Standard,12,2022-12-07,2023-06-07,Spain,48,Male,Laptop,1,2022,12,2023,6,254,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1429,Basic,13,2022-09-07,2023-05-07,Italy,43,Female,Smart TV,1,2022,9,2023,5,345,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1430,Premium,10,2022-05-07,2023-02-07,Spain,46,Male,Laptop,1,2022,5,2023,2,468,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1431,Standard,11,2022-05-07,2023-05-07,Spain,43,Male,Smartphone,1,2022,5,2023,5,468,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
1432,Basic,10,2022-03-07,2023-05-07,United States,30,Female,Tablet,1,2022,3,2023,5,529,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1433,Standard,13,2022-01-07,2023-04-07,Canada,51,Female,Laptop,1,2022,1,2023,4,588,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
1434,Premium,12,2022-06-30,2023-03-07,United States,30,Male,Smartphone,1,2022,6,2023,3,414,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
1435,Basic,14,2022-06-27,2023-04-07,United States,47,Female,Smart TV,1,2022,6,2023,4,417,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,38-47
1436,Premium,13,2022-06-28,2023-04-07,Canada,41,Male,Laptop,1,2022,6,2023,4,416,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1437,Standard,10,2022-06-28,2023-05-07,United Kingdom,45,Female,Smartphone,1,2022,6,2023,5,416,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,38-47
1438,Basic,14,2022-06-24,2023-04-07,Australia,47,Female,Laptop,1,2022,6,2023,4,420,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1439,Standard,11,2022-06-24,2023-05-07,Germany,48,Female,Smart TV,1,2022,6,2023,5,420,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1440,Premium,11,2022-06-25,2023-04-07,France,51,Female,Tablet,1,2022,6,2023,4,419,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48-57
